company,model_name,year,age,kms_driven,fuel_type,transmission,owner,Price,name,source,price_lakh
Tata,Tigor,2019,7,67321,Petrol,Manual,first,369646,Tata Tigor,kaggle_market,3.7
Renault,Kwid,2021,5,73146,Petrol,Manual,first,285000,Renault Kwid,kaggle_market,2.85
Maruti Suzuki,Swift-Dzire,2010,16,92000,Diesel,Manual,first,304000,Maruti Suzuki Swift-Dzire,kaggle_market,3.04
Toyota,Fortuner,2015,11,68000,Diesel,Automatic,first,2161250,Toyota Fortuner,kaggle_market,21.61
Bmw,5 Series,2011,15,100000,Diesel,Automatic,first,1282500,Bmw 5 Series,kaggle_market,12.82
Hyundai,Verna,2021,5,55000,Petrol,Manual,first,992750,Hyundai Verna,kaggle_market,9.93
Kia,Seltos,2021,5,47000,Petrol,Automatic,first,1401250,Kia Seltos,kaggle_market,14.01
Renault,Kiger,2022,4,10000,Petrol,Automatic,first,660250,Renault Kiger,kaggle_market,6.6
Maruti Suzuki,Swift-Dzire,2012,14,69000,Petrol,Manual,second,346750,Maruti Suzuki Swift-Dzire,kaggle_market,3.47
Maruti Suzuki,Swift,2016,10,102000,Petrol,Manual,second,365750,Maruti Suzuki Swift,kaggle_market,3.66
Maruti Suzuki,Ertiga,2018,8,65000,Petrol,Automatic,second,641250,Maruti Suzuki Ertiga,kaggle_market,6.41
Ford,Fiesta,2009,17,68000,Diesel,Manual,second,213750,Ford Fiesta,kaggle_market,2.14
Skoda,Slavia,2022,4,4950,Petrol,Automatic,first,1586500,Skoda Slavia,kaggle_market,15.86
Honda,City Zx,2007,19,56000,Petrol,Manual,second,94999,Honda City Zx,kaggle_market,0.95
Mahindra,Scorpio Classic,2020,6,80000,Diesel,Manual,second,1258750,Mahindra Scorpio Classic,kaggle_market,12.59
Renault,Triber,2020,6,17000,Petrol,Manual,first,517750,Renault Triber,kaggle_market,5.18
Toyota,Camry,2013,13,95000,Petrol,Automatic,first,712500,Toyota Camry,kaggle_market,7.12
Mahindra,Xuv700,2022,4,39000,Petrol,Automatic,first,1852500,Mahindra Xuv700,kaggle_market,18.52
Hyundai,Creta,2019,7,68000,Petrol,Automatic,second,1116250,Hyundai Creta,kaggle_market,11.16
Kia,Sonet,2020,6,35000,Petrol,Manual,first,902500,Kia Sonet,kaggle_market,9.02
Toyota,Etios,2019,7,178000,Diesel,Manual,second,807500,Toyota Etios,kaggle_market,8.07
Maruti Suzuki,Swift-Dzire,2021,5,81000,Petrol,Manual,first,584250,Maruti Suzuki Swift-Dzire,kaggle_market,5.84
Maruti Suzuki,Vitara Brezza,2020,6,48000,Petrol,Manual,first,840750,Maruti Suzuki Vitara Brezza,kaggle_market,8.41
Toyota,Etios,2017,9,150000,Diesel,Manual,second,665000,Toyota Etios,kaggle_market,6.65
Maruti Suzuki,Alto-800,2022,4,21000,Petrol,Manual,first,375250,Maruti Suzuki Alto-800,kaggle_market,3.75
Volkswagen,Polo,2017,9,19000,Petrol,Manual,first,508250,Volkswagen Polo,kaggle_market,5.08
Honda,City,2016,10,74000,Petrol,Automatic,second,560500,Honda City,kaggle_market,5.6
Hyundai,Verna,2008,18,125000,Diesel,Manual,first,156750,Hyundai Verna,kaggle_market,1.57
Hyundai,Creta,2017,9,60000,Petrol,Automatic,first,807500,Hyundai Creta,kaggle_market,8.07
Maruti Suzuki,Swift-Dzire,2015,11,68000,Diesel,Manual,first,522500,Maruti Suzuki Swift-Dzire,kaggle_market,5.22
Force,Motors Fm Trax Cruiser,2024,2,18000,Diesel,Manual,first,1378450,Force Motors Fm Trax Cruiser,kaggle_market,13.78
Maruti Suzuki,Baleno,2021,5,50000,Petrol,Manual,first,717250,Maruti Suzuki Baleno,kaggle_market,7.17
Hyundai,Creta,2017,9,82000,Petrol,Automatic,first,788500,Hyundai Creta,kaggle_market,7.88
Maruti Suzuki,Alto 800,2015,11,65000,Petrol,Manual,second,213750,Maruti Suzuki Alto 800,kaggle_market,2.14
Kia,Seltos,2021,5,39000,Petrol,Automatic,first,1330000,Kia Seltos,kaggle_market,13.3
Maruti Suzuki,Ertiga,2018,8,130000,Diesel,Manual,first,807500,Maruti Suzuki Ertiga,kaggle_market,8.07
Jeep,Meridian,2023,3,19780,Diesel,Automatic,first,2945000,Jeep Meridian,kaggle_market,29.45
Honda,Civic,2019,7,35000,Petrol,Automatic,second,1139050,Honda Civic,kaggle_market,11.39
Tata,Nexon,2019,7,89000,Diesel,Automatic,first,446500,Tata Nexon,kaggle_market,4.46
Mercedes-Benz,E-Class,2013,13,78000,Petrol,Automatic,first,992750,Mercedes-Benz E-Class,kaggle_market,9.93
Maruti Suzuki,Estilo,2007,19,74900,Petrol,Manual,first,90250,Maruti Suzuki Estilo,kaggle_market,0.9
Mahindra,Xuv300,2019,7,21000,Diesel,Manual,second,850250,Mahindra Xuv300,kaggle_market,8.5
Mini,Cooper S,2017,9,42000,Petrol,Automatic,second,3182500,Mini Cooper S,kaggle_market,31.82
Hyundai,Xcent,2020,6,15000,Petrol,Manual,first,479750,Hyundai Xcent,kaggle_market,4.8
Mahindra,Scorpio,2017,9,86000,Diesel,Manual,second,665000,Mahindra Scorpio,kaggle_market,6.65
Maruti Suzuki,Swift-Dzire,2015,11,86000,Diesel,Manual,first,318250,Maruti Suzuki Swift-Dzire,kaggle_market,3.18
Land Rover,Range Rover Evoque,2020,6,11264,Diesel,Automatic,first,5505250,Land Rover Range Rover Evoque,kaggle_market,55.05
Honda,City,2013,13,130000,Petrol,Manual,second,374775,Honda City,kaggle_market,3.75
Renault,Kwid,2016,10,50588,Petrol,Manual,second,308750,Renault Kwid,kaggle_market,3.09
Honda,City,2016,10,79000,Petrol,Automatic,second,641250,Honda City,kaggle_market,6.41
Maruti Suzuki,Swift,2015,11,94200,Diesel,Manual,second,470250,Maruti Suzuki Swift,kaggle_market,4.7
Toyota,Innova Crysta,2016,10,160000,Diesel,Automatic,first,1306250,Toyota Innova Crysta,kaggle_market,13.06
Maruti Suzuki,Xl6,2019,7,40000,Petrol,Automatic,first,1068750,Maruti Suzuki Xl6,kaggle_market,10.69
Mercedes-Benz,Glc,2020,6,38000,Diesel,Automatic,second,4465000,Mercedes-Benz Glc,kaggle_market,44.65
Tata,Nexon,2023,3,7800,Petrol,Automatic,first,850250,Tata Nexon,kaggle_market,8.5
Maruti Suzuki,Celerio,2015,11,114000,Petrol,Automatic,second,375250,Maruti Suzuki Celerio,kaggle_market,3.75
Hyundai,Santro Xing,2010,16,100000,Petrol,Manual,second,119700,Hyundai Santro Xing,kaggle_market,1.2
Tata,Indigo Ecs,2014,12,114109,Diesel,Manual,second,171000,Tata Indigo Ecs,kaggle_market,1.71
Honda,Amaze,2016,10,64000,Petrol,Manual,second,394250,Honda Amaze,kaggle_market,3.94
Hyundai,Creta,2017,9,66000,Petrol,Manual,second,641250,Hyundai Creta,kaggle_market,6.41
Toyota,Innova,2011,15,150000,Diesel,Manual,second,380000,Toyota Innova,kaggle_market,3.8
Bmw,5 Series,2018,8,50000,Diesel,Automatic,first,3705000,Bmw 5 Series,kaggle_market,37.05
Maruti Suzuki,Ritz,2014,12,54000,Petrol,Manual,second,365750,Maruti Suzuki Ritz,kaggle_market,3.66
Maruti Suzuki,Vitara-Brezza,2020,6,64000,Diesel,Manual,first,831250,Maruti Suzuki Vitara-Brezza,kaggle_market,8.31
Toyota,Innova Crysta,2016,10,185865,Diesel,Automatic,first,1415500,Toyota Innova Crysta,kaggle_market,14.16
Maruti Suzuki,Swift,2012,14,82000,Diesel,Manual,second,213750,Maruti Suzuki Swift,kaggle_market,2.14
Kia,Sonet,2024,2,800,Petrol,Manual,first,161500,Kia Sonet,kaggle_market,1.62
Renault,Kwid,2017,9,62000,Petrol,Automatic,first,379999,Renault Kwid,kaggle_market,3.8
Toyota,Innova,2010,16,220734,Diesel,Manual,second,547200,Toyota Innova,kaggle_market,5.47
Maruti Suzuki,Swift-Dzire,2014,12,70000,Diesel,Manual,second,427500,Maruti Suzuki Swift-Dzire,kaggle_market,4.28
Land Rover,Range Rover Evoque,2013,13,80500,Diesel,Automatic,second,1510500,Land Rover Range Rover Evoque,kaggle_market,15.1
Hyundai,I20 Active,2016,10,50000,Petrol,Manual,first,513000,Hyundai I20 Active,kaggle_market,5.13
Hyundai,I20,2017,9,30000,Petrol,Manual,second,475000,Hyundai I20,kaggle_market,4.75
Toyota,Innova Crysta,2017,9,161000,Diesel,Automatic,first,1567500,Toyota Innova Crysta,kaggle_market,15.68
Maruti Suzuki,Alto-K10,2018,8,72000,Petrol,Automatic,first,351500,Maruti Suzuki Alto-K10,kaggle_market,3.52
Mercedes-Benz,Gle Class,2017,9,49000,Petrol,Automatic,first,4655000,Mercedes-Benz Gle Class,kaggle_market,46.55
Maruti Suzuki,Swift-Dzire,2015,11,72000,Diesel,Manual,second,612750,Maruti Suzuki Swift-Dzire,kaggle_market,6.13
Mercedes-Benz,E-Class,2009,17,100000,Diesel,Automatic,second,593750,Mercedes-Benz E-Class,kaggle_market,5.94
Hyundai,Fluidic Verna,2013,13,90000,Petrol,Manual,second,446500,Hyundai Fluidic Verna,kaggle_market,4.46
Hyundai,Xcent,2015,11,56000,Petrol,Manual,first,346750,Hyundai Xcent,kaggle_market,3.47
Hyundai,I10,2012,14,51000,Petrol,Manual,second,156750,Hyundai I10,kaggle_market,1.57
Mahindra,Xuv500,2015,11,55000,Diesel,Manual,first,750500,Mahindra Xuv500,kaggle_market,7.5
Audi,Q5,2019,7,24000,Diesel,Automatic,second,3301250,Audi Q5,kaggle_market,33.01
Maruti Suzuki,Brezza,2017,9,67000,Diesel,Manual,second,665000,Maruti Suzuki Brezza,kaggle_market,6.65
Toyota,Etios,2013,13,70000,Petrol,Manual,second,247000,Toyota Etios,kaggle_market,2.47
Maruti Suzuki,Wagon-R-1-0,2009,17,80000,Petrol,Manual,second,104500,Maruti Suzuki Wagon-R-1-0,kaggle_market,1.04
Maruti Suzuki,Swift,2011,15,28082,Petrol,Manual,first,242250,Maruti Suzuki Swift,kaggle_market,2.42
Porsche,Cayenne,2018,8,70000,Diesel,Automatic,first,4417500,Porsche Cayenne,kaggle_market,44.18
Tata,Hexa,2018,8,88000,Diesel,Manual,first,759999,Tata Hexa,kaggle_market,7.6
Maruti Suzuki,Eeco,2018,8,68321,Petrol,Manual,first,318346,Maruti Suzuki Eeco,kaggle_market,3.18
Ford,Ecosport,2017,9,55000,Petrol,Manual,second,617500,Ford Ecosport,kaggle_market,6.18
Hyundai,Creta,2019,7,51000,Diesel,Manual,first,854050,Hyundai Creta,kaggle_market,8.54
Bmw,X5,2019,7,17500,Diesel,Automatic,first,4275000,Bmw X5,kaggle_market,42.75
Maruti Suzuki,Swift-Dzire,2015,11,84000,Petrol,Manual,second,403750,Maruti Suzuki Swift-Dzire,kaggle_market,4.04
Nissan,Sunny,2011,15,70000,Petrol,Manual,second,166250,Nissan Sunny,kaggle_market,1.66
Toyota,Innova Crysta,2019,7,39000,Diesel,Automatic,second,2422500,Toyota Innova Crysta,kaggle_market,24.22
Bmw,7 Series,2016,10,74000,Diesel,Automatic,second,5225000,Bmw 7 Series,kaggle_market,52.25
Maruti Suzuki,Swift,2016,10,61000,Petrol,Manual,first,341050,Maruti Suzuki Swift,kaggle_market,3.41
Maruti Suzuki,Baleno,2017,9,80160,Diesel,Manual,second,445550,Maruti Suzuki Baleno,kaggle_market,4.46
Ford,Ecosport,2018,8,75000,Diesel,Manual,first,584250,Ford Ecosport,kaggle_market,5.84
Land Rover,Range Rover Evoque,2021,5,41788,Diesel,Automatic,second,4738600,Land Rover Range Rover Evoque,kaggle_market,47.39
Maruti Suzuki,Maruti-Suzuki-Dzire,2020,6,78000,Petrol,Manual,first,579500,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,5.8
Tata,Sumo Gold,2013,13,100000,Diesel,Automatic,second,351500,Tata Sumo Gold,kaggle_market,3.52
Hyundai,Eon,2017,9,32500,Petrol,Manual,second,223250,Hyundai Eon,kaggle_market,2.23
Maruti Suzuki,Vitara-Brezza,2018,8,92000,Diesel,Manual,first,758100,Maruti Suzuki Vitara-Brezza,kaggle_market,7.58
Honda,Amaze,2014,12,80000,Diesel,Manual,first,370500,Honda Amaze,kaggle_market,3.7
Hyundai,Creta,2016,10,78800,Diesel,Automatic,second,759999,Hyundai Creta,kaggle_market,7.6
Toyota,Etios Liva,2012,14,93000,Diesel,Manual,second,418000,Toyota Etios Liva,kaggle_market,4.18
Toyota,Etios,2012,14,171985,Diesel,Manual,second,380000,Toyota Etios,kaggle_market,3.8
Maruti Suzuki,Wagon R,2017,9,74000,Petrol,Automatic,first,426550,Maruti Suzuki Wagon R,kaggle_market,4.27
Toyota,Innova Crysta,2017,9,69000,Diesel,Automatic,first,1724250,Toyota Innova Crysta,kaggle_market,17.24
Volkswagen,Ventotest,2012,14,70000,Petrol,Manual,second,237500,Volkswagen Ventotest,kaggle_market,2.38
Mahindra,Thar,2021,5,16700,Diesel,Automatic,first,1662500,Mahindra Thar,kaggle_market,16.62
Maruti Suzuki,Dzire,2018,8,25000,Petrol,Automatic,second,598500,Maruti Suzuki Dzire,kaggle_market,5.98
Renault,Pulse,2012,14,88300,Diesel,Manual,first,356250,Renault Pulse,kaggle_market,3.56
Land Rover,Range Rover Velar,2018,8,51000,Petrol,Automatic,first,4737650,Land Rover Range Rover Velar,kaggle_market,47.38
Toyota,Innova Crysta,2018,8,70000,Diesel,Manual,second,1757500,Toyota Innova Crysta,kaggle_market,17.58
Maruti Suzuki,Ritz,2015,11,82000,Petrol,Manual,second,308750,Maruti Suzuki Ritz,kaggle_market,3.09
Maruti Suzuki,Ciaz,2016,10,230,Diesel,Manual,first,437000,Maruti Suzuki Ciaz,kaggle_market,4.37
Chevrolet,Optrasrv,2006,20,117000,Petrol,Automatic,second,137750,Chevrolet Optrasrv,kaggle_market,1.38
Skoda,Rapid,2012,14,96000,Diesel,Manual,first,323000,Skoda Rapid,kaggle_market,3.23
Kia,Seltos,2020,6,50000,Diesel,Manual,first,1135250,Kia Seltos,kaggle_market,11.35
Hyundai,Venue,2021,5,40000,Petrol,Manual,first,726750,Hyundai Venue,kaggle_market,7.27
Toyota,Innova,2014,12,195000,Diesel,Manual,second,969000,Toyota Innova,kaggle_market,9.69
Mahindra,Scorpio Classic,2023,3,28000,Diesel,Manual,first,1662500,Mahindra Scorpio Classic,kaggle_market,16.62
Bmw,X6,2015,11,87000,Diesel,Automatic,second,4275000,Bmw X6,kaggle_market,42.75
Skoda,Rapid,2018,8,135000,Diesel,Manual,first,617500,Skoda Rapid,kaggle_market,6.18
Toyota,Innova Crysta,2018,8,52000,Diesel,Automatic,first,2085250,Toyota Innova Crysta,kaggle_market,20.85
Maruti Suzuki,Swift,2014,12,96000,Petrol,Manual,second,361000,Maruti Suzuki Swift,kaggle_market,3.61
Maruti Suzuki,Swift,2020,6,20000,Petrol,Manual,first,521550,Maruti Suzuki Swift,kaggle_market,5.22
Maruti Suzuki,Celerio,2015,11,83000,Petrol,Automatic,second,308750,Maruti Suzuki Celerio,kaggle_market,3.09
Mercedes-Benz,S-Class,2011,15,42000,Petrol,Automatic,second,2850000,Mercedes-Benz S-Class,kaggle_market,28.5
Honda,City,2011,15,77000,Petrol,Automatic,second,398999,Honda City,kaggle_market,3.99
Hyundai,Elite I20,2017,9,98000,Diesel,Manual,first,560500,Hyundai Elite I20,kaggle_market,5.6
Volkswagen,Vento,2016,10,80000,Diesel,Automatic,first,553850,Volkswagen Vento,kaggle_market,5.54
Hyundai,Venue,2022,4,32000,Petrol,Manual,first,926250,Hyundai Venue,kaggle_market,9.26
Hyundai,Santa Fe,2015,11,90000,Diesel,Automatic,second,593750,Hyundai Santa Fe,kaggle_market,5.94
Toyota,Fortuner,2014,12,215000,Diesel,Automatic,second,1021250,Toyota Fortuner,kaggle_market,10.21
Maruti Suzuki,Ertiga,2016,10,100000,Diesel,Manual,second,755250,Maruti Suzuki Ertiga,kaggle_market,7.55
Mahindra,Xuv500,2012,14,100000,Diesel,Manual,second,403750,Mahindra Xuv500,kaggle_market,4.04
Toyota,Innova Crysta,2021,5,111000,Diesel,Automatic,first,2303750,Toyota Innova Crysta,kaggle_market,23.04
Honda,Jazz,2017,9,64100,Petrol,Automatic,first,466450,Honda Jazz,kaggle_market,4.66
Bmw,5 Series,2018,8,20000,Diesel,Automatic,first,3980500,Bmw 5 Series,kaggle_market,39.8
Maruti Suzuki,Wagon-R,2015,11,105000,Petrol,Manual,first,280250,Maruti Suzuki Wagon-R,kaggle_market,2.8
Mini,Cooper 5 Door,2014,12,24000,Diesel,Automatic,first,1610250,Mini Cooper 5 Door,kaggle_market,16.1
Audi,A4,2013,13,42000,Diesel,Automatic,first,750500,Audi A4,kaggle_market,7.5
Maruti Suzuki,Omni,2019,7,27000,Petrol,Manual,second,361000,Maruti Suzuki Omni,kaggle_market,3.61
Maruti Suzuki,Ciaz,2016,10,49000,Petrol,Automatic,first,593750,Maruti Suzuki Ciaz,kaggle_market,5.94
Renault,Duster,2015,11,52000,Diesel,Manual,first,403750,Renault Duster,kaggle_market,4.04
Maruti Suzuki,Ertiga,2017,9,133000,Diesel,Manual,second,731500,Maruti Suzuki Ertiga,kaggle_market,7.32
Maruti Suzuki,Ertiga,2016,10,65000,Diesel,Manual,first,627000,Maruti Suzuki Ertiga,kaggle_market,6.27
Jeep,Compass,2020,6,48000,Diesel,Automatic,first,1653000,Jeep Compass,kaggle_market,16.53
Nissan,Magnite,2021,5,62000,Petrol,Manual,first,513000,Nissan Magnite,kaggle_market,5.13
Hyundai,Creta,2018,8,80000,Diesel,Manual,first,855000,Hyundai Creta,kaggle_market,8.55
Honda,Wrv,2023,3,10000,Petrol,Manual,first,883500,Honda Wrv,kaggle_market,8.84
Hyundai,Elite I20,2019,7,61000,Petrol,Manual,first,688750,Hyundai Elite I20,kaggle_market,6.89
Maruti Suzuki,Baleno,2022,4,27000,Petrol,Manual,first,912000,Maruti Suzuki Baleno,kaggle_market,9.12
Skoda,Superb,2016,10,80000,Diesel,Automatic,first,1543750,Skoda Superb,kaggle_market,15.44
Ford,Figo,2012,14,108000,Diesel,Manual,second,161500,Ford Figo,kaggle_market,1.62
Hyundai,Venue,2019,7,65000,Diesel,Manual,first,807500,Hyundai Venue,kaggle_market,8.07
Tata,Indigo Ecs,2015,11,80000,Diesel,Manual,second,114000,Tata Indigo Ecs,kaggle_market,1.14
Maruti Suzuki,Wagon-R,2014,12,77000,Petrol,Manual,second,237499,Maruti Suzuki Wagon-R,kaggle_market,2.37
Mahindra,Kuv 100,2017,9,66000,Petrol,Manual,first,327750,Mahindra Kuv 100,kaggle_market,3.28
Maruti Suzuki,Wagon-R,2006,20,90000,Petrol,Manual,second,95000,Maruti Suzuki Wagon-R,kaggle_market,0.95
Hyundai,I20,2016,10,73000,Petrol,Manual,first,631750,Hyundai I20,kaggle_market,6.32
Honda,Amaze,2022,4,25000,Petrol,Manual,first,726750,Honda Amaze,kaggle_market,7.27
Maruti Suzuki,Baleno,2020,6,31000,Petrol,Manual,first,655500,Maruti Suzuki Baleno,kaggle_market,6.56
Maruti Suzuki,Wagon-R,2018,8,48231,Petrol,Automatic,first,365846,Maruti Suzuki Wagon-R,kaggle_market,3.66
Maruti Suzuki,Alto-K10,2015,11,76000,Petrol,Automatic,first,266000,Maruti Suzuki Alto-K10,kaggle_market,2.66
Honda,City,2011,15,75464,Petrol,Automatic,second,356250,Honda City,kaggle_market,3.56
Bmw,3 Series,2016,10,85000,Diesel,Automatic,second,1567500,Bmw 3 Series,kaggle_market,15.68
Chevrolet,Beat,2010,16,85000,Petrol,Manual,second,171000,Chevrolet Beat,kaggle_market,1.71
Mercedes-Benz,Gl-Class,2011,15,94990,Diesel,Automatic,second,1415500,Mercedes-Benz Gl-Class,kaggle_market,14.16
Maruti Suzuki,Baleno,2018,8,54000,Diesel,Manual,first,722000,Maruti Suzuki Baleno,kaggle_market,7.22
Volkswagen,Polo,2013,13,85000,Diesel,Manual,second,394250,Volkswagen Polo,kaggle_market,3.94
Hyundai,Alcazar,2021,5,23000,Petrol,Automatic,second,1519999,Hyundai Alcazar,kaggle_market,15.2
Hyundai,Creta,2022,4,16000,Petrol,Manual,first,1043100,Hyundai Creta,kaggle_market,10.43
Volkswagen,Polo,2018,8,88000,Petrol,Manual,second,617500,Volkswagen Polo,kaggle_market,6.18
Toyota,Etios Liva,2019,7,130000,Diesel,Manual,first,726750,Toyota Etios Liva,kaggle_market,7.27
Mahindra,Kuv100 Nxt,2017,9,48000,Petrol,Automatic,second,285000,Mahindra Kuv100 Nxt,kaggle_market,2.85
Maruti Suzuki,Swift-Dzire,2020,6,34000,Petrol,Manual,second,503500,Maruti Suzuki Swift-Dzire,kaggle_market,5.04
Hyundai,I20,2011,15,78000,Petrol,Manual,second,294500,Hyundai I20,kaggle_market,2.94
Toyota,Innova Crysta,2018,8,72000,Diesel,Automatic,second,1757500,Toyota Innova Crysta,kaggle_market,17.58
Honda,City,2014,12,133000,Diesel,Manual,second,650750,Honda City,kaggle_market,6.51
Mg,Gloster,2022,4,39000,Diesel,Automatic,first,3125500,Mg Gloster,kaggle_market,31.26
Maruti Suzuki,Wagon-R,2011,15,140000,Petrol,Manual,second,237500,Maruti Suzuki Wagon-R,kaggle_market,2.38
Hyundai,I20,2010,16,92000,Diesel,Manual,second,256500,Hyundai I20,kaggle_market,2.56
Bmw,5 Series,2018,8,64000,Petrol,Automatic,second,3087500,Bmw 5 Series,kaggle_market,30.88
Volkswagen,Polo,2019,7,63000,Petrol,Automatic,first,850250,Volkswagen Polo,kaggle_market,8.5
Nissan,Terrano,2017,9,84000,Diesel,Automatic,second,717250,Nissan Terrano,kaggle_market,7.17
Mercedes-Benz,C-Class,2011,15,75000,Diesel,Automatic,second,755250,Mercedes-Benz C-Class,kaggle_market,7.55
Ford,Figo,2011,15,115000,Diesel,Manual,second,213750,Ford Figo,kaggle_market,2.14
Toyota,Etios,2017,9,170000,Diesel,Manual,first,451250,Toyota Etios,kaggle_market,4.51
Honda,Amaze,2019,7,44000,Petrol,Manual,first,522500,Honda Amaze,kaggle_market,5.22
Bmw,5 Series,2018,8,52000,Diesel,Automatic,second,3657500,Bmw 5 Series,kaggle_market,36.58
Hyundai,Alcazar,2021,5,58000,Diesel,Automatic,first,1885750,Hyundai Alcazar,kaggle_market,18.86
Mg,Hector,2019,7,72000,Petrol,Automatic,first,973750,Mg Hector,kaggle_market,9.74
Mercedes-Benz,Gla,2019,7,51000,Petrol,Automatic,second,2318000,Mercedes-Benz Gla,kaggle_market,23.18
Volvo,S60 Cross Country,2016,10,56000,Diesel,Automatic,second,1638750,Volvo S60 Cross Country,kaggle_market,16.39
Maruti Suzuki,Swift-Dzire,2011,15,70000,Petrol,Manual,second,158650,Maruti Suzuki Swift-Dzire,kaggle_market,1.59
Hyundai,Creta,2018,8,23000,Petrol,Automatic,first,935855,Hyundai Creta,kaggle_market,9.36
Hyundai,Verna,2013,13,103000,Petrol,Manual,second,304000,Hyundai Verna,kaggle_market,3.04
Maruti Suzuki,Swift,2013,13,135600,Diesel,Manual,second,403750,Maruti Suzuki Swift,kaggle_market,4.04
Tata,Nexon,2019,7,49000,Petrol,Manual,first,617500,Tata Nexon,kaggle_market,6.18
Skoda,Superb,2015,11,48500,Petrol,Automatic,second,675450,Skoda Superb,kaggle_market,6.75
Hyundai,I10,2012,14,54699,Petrol,Manual,second,189050,Hyundai I10,kaggle_market,1.89
Volkswagen,Polo,2015,11,46000,Petrol,Manual,first,451250,Volkswagen Polo,kaggle_market,4.51
Mahindra,Scorpio,2019,7,85000,Diesel,Manual,second,1206500,Mahindra Scorpio,kaggle_market,12.06
Hyundai,Fluidic Verna,2024,2,170000,Diesel,Automatic,second,3847500,Hyundai Fluidic Verna,kaggle_market,38.48
Ford,Ecosport,2021,5,75000,Diesel,Manual,first,821750,Ford Ecosport,kaggle_market,8.22
Toyota,Innova Crysta,2020,6,61000,Diesel,Automatic,second,1971250,Toyota Innova Crysta,kaggle_market,19.71
Toyota,Fortuner,2021,5,78000,Diesel,Automatic,first,3468450,Toyota Fortuner,kaggle_market,34.68
Bmw,3 Series Gt,2017,9,95000,Diesel,Automatic,first,1757500,Bmw 3 Series Gt,kaggle_market,17.58
Toyota,Innova Crysta,2019,7,70000,Diesel,Automatic,first,1610250,Toyota Innova Crysta,kaggle_market,16.1
Toyota,Innova Crysta,2021,5,67000,Diesel,Automatic,first,1781250,Toyota Innova Crysta,kaggle_market,17.81
Hyundai,Eon,2012,14,42000,Petrol,Manual,second,204250,Hyundai Eon,kaggle_market,2.04
Mahindra,Marazzo,2019,7,110000,Diesel,Manual,first,446500,Mahindra Marazzo,kaggle_market,4.46
Maruti Suzuki,Omni,2015,11,80000,Petrol,Manual,second,242250,Maruti Suzuki Omni,kaggle_market,2.42
Skoda,Laura,2009,17,108000,Diesel,Manual,second,188100,Skoda Laura,kaggle_market,1.88
Maruti Suzuki,Wagon-R,2004,22,85000,Petrol,Manual,second,96900,Maruti Suzuki Wagon-R,kaggle_market,0.97
Volkswagen,Ventotest,2012,14,73000,Petrol,Automatic,second,427500,Volkswagen Ventotest,kaggle_market,4.28
Mercedes-Benz,E-Class,2013,13,80500,Diesel,Automatic,second,1235000,Mercedes-Benz E-Class,kaggle_market,12.35
Mahindra,Bolero,2017,9,69000,Diesel,Automatic,second,741000,Mahindra Bolero,kaggle_market,7.41
Mahindra,Xuv500,2019,7,25000,Diesel,Manual,first,1591250,Mahindra Xuv500,kaggle_market,15.91
Hyundai,Creta,2022,4,42000,Diesel,Manual,first,1320500,Hyundai Creta,kaggle_market,13.2
Hyundai,Creta,2019,7,47000,Diesel,Automatic,second,1182750,Hyundai Creta,kaggle_market,11.83
Hyundai,Aura,2021,5,25000,Petrol,Manual,second,546250,Hyundai Aura,kaggle_market,5.46
Hyundai,I20,2018,8,38900,Petrol,Manual,first,470250,Hyundai I20,kaggle_market,4.7
Bmw,7 Series,2018,8,33700,Petrol,Automatic,first,6650000,Bmw 7 Series,kaggle_market,66.5
Volkswagen,Polo,2015,11,125000,Diesel,Manual,first,617500,Volkswagen Polo,kaggle_market,6.18
Toyota,Urban Cruiser Hyryder,2023,3,8000,Petrol,Automatic,first,1795500,Toyota Urban Cruiser Hyryder,kaggle_market,17.95
Hyundai,Verna,2014,12,86123,Diesel,Manual,second,375250,Hyundai Verna,kaggle_market,3.75
Volkswagen,Polo,2013,13,61000,Petrol,Automatic,first,384750,Volkswagen Polo,kaggle_market,3.85
Maruti Suzuki,Maruti-Suzuki-Brezza,2017,9,78000,Diesel,Manual,second,750500,Maruti Suzuki Maruti-Suzuki-Brezza,kaggle_market,7.5
Hyundai,I20,2011,15,85000,Petrol,Manual,second,180500,Hyundai I20,kaggle_market,1.8
Tata,Safari Storme,2014,12,180000,Diesel,Manual,first,332500,Tata Safari Storme,kaggle_market,3.32
Honda,City Zx,2020,6,27000,Petrol,Manual,first,1092500,Honda City Zx,kaggle_market,10.92
Maruti Suzuki,Ertiga,2022,4,22000,Petrol,Manual,second,912000,Maruti Suzuki Ertiga,kaggle_market,9.12
Hyundai,I20 Active,2015,11,62000,Diesel,Manual,second,332500,Hyundai I20 Active,kaggle_market,3.32
Toyota,Fortuner,2024,2,24000,Diesel,Manual,first,4322500,Toyota Fortuner,kaggle_market,43.22
Toyota,Innova,2012,14,150000,Diesel,Manual,second,484500,Toyota Innova,kaggle_market,4.84
Bmw,X1,2017,9,56000,Diesel,Automatic,second,2565000,Bmw X1,kaggle_market,25.65
Maruti Suzuki,S-Cross,2019,7,169700,Diesel,Manual,first,726750,Maruti Suzuki S-Cross,kaggle_market,7.27
Toyota,Fortuner,2016,10,176000,Diesel,Manual,second,1567500,Toyota Fortuner,kaggle_market,15.68
