company,model_name,year,age,kms_driven,fuel_type,transmission,owner,Price,name,source,price_lakh
Maruti Suzuki,Swift,2018,8,86000,Petrol,Manual,second,555750,Maruti Suzuki Swift,kaggle_market,5.56
Bmw,X1,2017,9,75000,Diesel,Automatic,second,1876250,Bmw X1,kaggle_market,18.76
Volkswagen,Polo Gti,2016,10,75000,Petrol,Automatic,second,498750,Volkswagen Polo Gti,kaggle_market,4.99
Toyota,Innova Crysta,2016,10,151000,Diesel,Automatic,first,1686250,Toyota Innova Crysta,kaggle_market,16.86
Maruti Suzuki,Baleno,2016,10,62800,Petrol,Automatic,second,508250,Maruti Suzuki Baleno,kaggle_market,5.08
Hyundai,Grand I10 Nios,2011,15,105000,Petrol,Manual,second,213750,Hyundai Grand I10 Nios,kaggle_market,2.14
Maruti Suzuki,Estilo,2011,15,160000,Petrol,Manual,second,171000,Maruti Suzuki Estilo,kaggle_market,1.71
Hyundai,Grand I10,2018,8,35000,Petrol,Manual,first,379999,Hyundai Grand I10,kaggle_market,3.8
Ford,Figo,2016,10,113000,Petrol,Automatic,second,356250,Ford Figo,kaggle_market,3.56
Bmw,X3,2018,8,40000,Diesel,Automatic,first,4070750,Bmw X3,kaggle_market,40.71
Maruti Suzuki,Maruti-Suzuki-Dzire,2018,8,51000,Petrol,Automatic,second,517750,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,5.18
Maruti Suzuki,Ertiga,2020,6,19700,Petrol,Manual,first,902500,Maruti Suzuki Ertiga,kaggle_market,9.02
Toyota,Innova Crysta,2017,9,79800,Diesel,Manual,first,1881000,Toyota Innova Crysta,kaggle_market,18.81
Toyota,Fortuner,2014,12,75000,Diesel,Manual,second,1211250,Toyota Fortuner,kaggle_market,12.11
Volkswagen,Polo,2018,8,86000,Petrol,Automatic,second,783750,Volkswagen Polo,kaggle_market,7.84
Honda,Accord,2010,16,80000,Petrol,Automatic,first,350550,Honda Accord,kaggle_market,3.51
Maruti Suzuki,Wagon R,2017,9,34000,Petrol,Automatic,first,346750,Maruti Suzuki Wagon R,kaggle_market,3.47
Mercedes-Benz,Gle Class,2017,9,18000,Diesel,Automatic,second,5225000,Mercedes-Benz Gle Class,kaggle_market,52.25
Jaguar,Xe,2017,9,54000,Petrol,Automatic,second,2356000,Jaguar Xe,kaggle_market,23.56
Maruti Suzuki,Baleno,2022,4,13000,Petrol,Manual,first,712500,Maruti Suzuki Baleno,kaggle_market,7.12
Maruti Suzuki,S-Presso,2022,4,7000,Petrol,Manual,first,475000,Maruti Suzuki S-Presso,kaggle_market,4.75
Maruti Suzuki,Wagon-R,2022,4,47000,Petrol,Manual,first,570001,Maruti Suzuki Wagon-R,kaggle_market,5.7
Hyundai,Grand I10 Nios,2021,5,28000,Petrol,Automatic,first,616550,Hyundai Grand I10 Nios,kaggle_market,6.17
Maruti Suzuki,Wagon R,2017,9,47000,Petrol,Manual,second,399000,Maruti Suzuki Wagon R,kaggle_market,3.99
Maruti Suzuki,Swift-Dzire,2016,10,80000,Diesel,Manual,second,475000,Maruti Suzuki Swift-Dzire,kaggle_market,4.75
Mahindra,Xuv500,2018,8,39256,Diesel,Manual,second,854050,Mahindra Xuv500,kaggle_market,8.54
Honda,Brv,2017,9,57360,Petrol,Manual,second,641250,Honda Brv,kaggle_market,6.41
Maruti Suzuki,Swift,2022,4,43268,Petrol,Manual,second,625100,Maruti Suzuki Swift,kaggle_market,6.25
Maruti Suzuki,Alto-K10,2018,8,65000,Petrol,Automatic,first,332499,Maruti Suzuki Alto-K10,kaggle_market,3.32
Hyundai,Creta,2015,11,75000,Diesel,Automatic,second,579501,Hyundai Creta,kaggle_market,5.8
Ford,Ecosport,2018,8,54760,Petrol,Automatic,first,532000,Ford Ecosport,kaggle_market,5.32
Honda,Civic,2010,16,62000,Petrol,Automatic,second,332500,Honda Civic,kaggle_market,3.32
Hyundai,Grand I10 Nios,2022,4,13000,Petrol,Automatic,first,674500,Hyundai Grand I10 Nios,kaggle_market,6.74
Maruti Suzuki,Swift,2017,9,93000,Petrol,Manual,second,446500,Maruti Suzuki Swift,kaggle_market,4.46
Volkswagen,Polo,2016,10,63000,Petrol,Automatic,second,703000,Volkswagen Polo,kaggle_market,7.03
Nissan,Micra,2018,8,68000,Petrol,Automatic,first,390450,Nissan Micra,kaggle_market,3.9
Skoda,Octavia,2015,11,94000,Petrol,Manual,first,559550,Skoda Octavia,kaggle_market,5.6
Toyota,Innova,2013,13,98789,Diesel,Manual,second,760000,Toyota Innova,kaggle_market,7.6
Maruti Suzuki,Maruti-Suzuki-Dzire,2017,9,121000,Diesel,Automatic,first,570000,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,5.7
Toyota,Etios,2011,15,75000,Petrol,Manual,first,285000,Toyota Etios,kaggle_market,2.85
Land Rover,Range Rover Evoque,2013,13,92000,Diesel,Automatic,second,1211250,Land Rover Range Rover Evoque,kaggle_market,12.11
Hyundai,I20,2010,16,70000,Petrol,Manual,second,76000,Hyundai I20,kaggle_market,0.76
Hyundai,I10,2011,15,43000,Petrol,Automatic,second,209000,Hyundai I10,kaggle_market,2.09
Bmw,X1,2017,9,60000,Diesel,Automatic,second,1805000,Bmw X1,kaggle_market,18.05
Mercedes-Benz,Gla,2017,9,52000,Diesel,Automatic,second,1116250,Mercedes-Benz Gla,kaggle_market,11.16
Maruti Suzuki,Wagon-R,2016,10,78930,Petrol,Manual,second,365750,Maruti Suzuki Wagon-R,kaggle_market,3.66
Volkswagen,Polo,2021,5,42000,Petrol,Automatic,second,1021250,Volkswagen Polo,kaggle_market,10.21
Honda,Brio,2012,14,90000,Petrol,Manual,first,285000,Honda Brio,kaggle_market,2.85
Hyundai,Grand I10,2015,11,88000,Petrol,Automatic,second,371450,Hyundai Grand I10,kaggle_market,3.71
Mercedes-Benz,C-Class,2017,9,42000,Petrol,Automatic,second,2175500,Mercedes-Benz C-Class,kaggle_market,21.76
Mahindra,Jeep,2012,14,100000,Diesel,Manual,second,522500,Mahindra Jeep,kaggle_market,5.22
Hyundai,I10,2009,17,100000,Petrol,Manual,second,171000,Hyundai I10,kaggle_market,1.71
Maruti Suzuki,Vitara-Brezza,2019,7,125934,Diesel,Automatic,second,650750,Maruti Suzuki Vitara-Brezza,kaggle_market,6.51
Kia,Carnival,2021,5,65000,Diesel,Automatic,second,1980750,Kia Carnival,kaggle_market,19.81
Hyundai,Grand I10,2017,9,99000,Petrol,Automatic,first,370500,Hyundai Grand I10,kaggle_market,3.7
Hyundai,Creta,2018,8,89360,Petrol,Automatic,second,707750,Hyundai Creta,kaggle_market,7.08
Audi,Q7,2009,17,119000,Diesel,Automatic,second,712500,Audi Q7,kaggle_market,7.12
Bmw,5 Series,2012,14,87585,Diesel,Automatic,first,1377500,Bmw 5 Series,kaggle_market,13.78
Renault,Duster,2016,10,103000,Diesel,Manual,second,475000,Renault Duster,kaggle_market,4.75
Ford,Ecosport,2013,13,100000,Diesel,Manual,second,413250,Ford Ecosport,kaggle_market,4.13
Skoda,Superb,2015,11,90000,Petrol,Automatic,second,650750,Skoda Superb,kaggle_market,6.51
Volkswagen,Ameo,2017,9,90000,Diesel,Automatic,first,631750,Volkswagen Ameo,kaggle_market,6.32
Maruti Suzuki,Ritz,2012,14,85500,Petrol,Manual,first,185250,Maruti Suzuki Ritz,kaggle_market,1.85
Skoda,Octavia,2017,9,65000,Petrol,Automatic,second,949999,Skoda Octavia,kaggle_market,9.5
Maruti Suzuki,Celerio,2017,9,74000,Petrol,Automatic,second,380000,Maruti Suzuki Celerio,kaggle_market,3.8
Maruti Suzuki,Maruti-Suzuki-Dzire,2017,9,61000,Diesel,Manual,second,593750,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,5.94
Honda,City,2018,8,45000,Petrol,Automatic,second,760000,Honda City,kaggle_market,7.6
Mahindra,Xuv500,2016,10,98000,Diesel,Automatic,first,750500,Mahindra Xuv500,kaggle_market,7.5
Maruti Suzuki,Grand Vitara,2023,3,19000,Petrol,Manual,first,1206500,Maruti Suzuki Grand Vitara,kaggle_market,12.06
Hyundai,I10,2009,17,112000,Petrol,Manual,second,232750,Hyundai I10,kaggle_market,2.33
Honda,Amaze,2015,11,60000,Petrol,Manual,second,275500,Honda Amaze,kaggle_market,2.76
Maruti Suzuki,Ertiga,2017,9,81000,Diesel,Manual,second,812250,Maruti Suzuki Ertiga,kaggle_market,8.12
Maruti Suzuki,Swift,2023,3,33000,Petrol,Automatic,second,731500,Maruti Suzuki Swift,kaggle_market,7.32
Mercedes-Benz,Glc,2017,9,119000,Diesel,Automatic,second,3030500,Mercedes-Benz Glc,kaggle_market,30.3
Audi,Q5,2022,4,9000,Petrol,Automatic,first,6450500,Audi Q5,kaggle_market,64.5
Datsun,Go,2014,12,71407,Petrol,Manual,second,153900,Datsun Go,kaggle_market,1.54
Mercedes-Benz,Gle,2016,10,101000,Diesel,Automatic,first,2375000,Mercedes-Benz Gle,kaggle_market,23.75
Nissan,Terrano,2016,10,100000,Diesel,Automatic,second,218500,Nissan Terrano,kaggle_market,2.18
Maruti Suzuki,Alto-K10,2016,10,44000,Petrol,Automatic,first,351500,Maruti Suzuki Alto-K10,kaggle_market,3.52
Volkswagen,Polo,2016,10,75000,Petrol,Automatic,second,498750,Volkswagen Polo,kaggle_market,4.99
Maruti Suzuki,Ertiga,2013,13,54000,Petrol,Manual,first,375250,Maruti Suzuki Ertiga,kaggle_market,3.75
Skoda,Rapid,2015,11,71000,Petrol,Automatic,second,327750,Skoda Rapid,kaggle_market,3.28
Volvo,Xc40,2020,6,35000,Petrol,Automatic,second,3610000,Volvo Xc40,kaggle_market,36.1
Maruti Suzuki,Vitara-Brezza,2017,9,96000,Diesel,Manual,second,598500,Maruti Suzuki Vitara-Brezza,kaggle_market,5.98
Land Rover,Range Rover Velar,2019,7,36864,Petrol,Automatic,first,5795000,Land Rover Range Rover Velar,kaggle_market,57.95
Hyundai,Grand I10,2014,12,65800,Petrol,Manual,second,380000,Hyundai Grand I10,kaggle_market,3.8
Honda,City,2016,10,71000,Petrol,Automatic,second,593750,Honda City,kaggle_market,5.94
Maruti Suzuki,Wagon-R,2016,10,61800,Petrol,Automatic,second,413250,Maruti Suzuki Wagon-R,kaggle_market,4.13
Maruti Suzuki,Wagon-R-1-0,2005,21,52000,Petrol,Manual,first,71250,Maruti Suzuki Wagon-R-1-0,kaggle_market,0.71
Maruti Suzuki,Swift-Dzire,2013,13,103000,Diesel,Manual,first,503500,Maruti Suzuki Swift-Dzire,kaggle_market,5.04
Audi,A4,2013,13,98000,Diesel,Automatic,second,850250,Audi A4,kaggle_market,8.5
Maruti Suzuki,Wagon R,2011,15,95000,Petrol,Manual,second,232750,Maruti Suzuki Wagon R,kaggle_market,2.33
Mg,Hector,2020,6,40000,Diesel,Manual,second,1187500,Mg Hector,kaggle_market,11.88
Volkswagen,Polo,2018,8,35000,Petrol,Manual,first,555750,Volkswagen Polo,kaggle_market,5.56
Hyundai,I20,2021,5,12000,Petrol,Automatic,first,988000,Hyundai I20,kaggle_market,9.88
Maruti Suzuki,Celerio,2022,4,65000,Petrol,Manual,second,498750,Maruti Suzuki Celerio,kaggle_market,4.99
Hyundai,I10,2009,17,108000,Petrol,Manual,second,161500,Hyundai I10,kaggle_market,1.62
Hyundai,Venue,2019,7,29500,Petrol,Manual,first,712500,Hyundai Venue,kaggle_market,7.12
Bmw,X1,2014,12,85000,Diesel,Automatic,second,949050,Bmw X1,kaggle_market,9.49
Mahindra,Xuv500,2015,11,93000,Diesel,Manual,second,750500,Mahindra Xuv500,kaggle_market,7.5
Toyota,Innova,2014,12,175000,Diesel,Manual,second,850250,Toyota Innova,kaggle_market,8.5
Hyundai,Creta,2017,9,66000,Diesel,Automatic,second,1220750,Hyundai Creta,kaggle_market,12.21
Maruti Suzuki,Swift,2020,6,24000,Petrol,Manual,first,627000,Maruti Suzuki Swift,kaggle_market,6.27
Maruti Suzuki,Ciaz,2017,9,14000,Petrol,Automatic,first,707750,Maruti Suzuki Ciaz,kaggle_market,7.08
Maruti Suzuki,Baleno,2021,5,35000,Petrol,Manual,first,532950,Maruti Suzuki Baleno,kaggle_market,5.33
Maruti Suzuki,Maruti-Suzuki-Dzire,2018,8,72000,Petrol,Automatic,first,660250,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,6.6
Maruti Suzuki,Wagon-R,2023,3,5280,Petrol,Manual,second,546250,Maruti Suzuki Wagon-R,kaggle_market,5.46
Maruti Suzuki,Celerio,2016,10,62000,Petrol,Automatic,first,375250,Maruti Suzuki Celerio,kaggle_market,3.75
Maruti Suzuki,Maruti-Suzuki-Dzire,2014,12,105000,Petrol,Manual,second,332500,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,3.32
Toyota,Fortuner,2014,12,90000,Diesel,Manual,first,1187500,Toyota Fortuner,kaggle_market,11.88
Mahindra,Xuv500,2015,11,93000,Diesel,Manual,second,745750,Mahindra Xuv500,kaggle_market,7.46
Mercedes-Benz,S-Class,2014,12,120000,Diesel,Automatic,first,2849999,Mercedes-Benz S-Class,kaggle_market,28.5
Tata,Harrier,2024,2,5000,Diesel,Automatic,first,2232500,Tata Harrier,kaggle_market,22.32
Mercedes-Benz,C Class,2010,16,46423,Petrol,Automatic,first,322605,Mercedes-Benz C Class,kaggle_market,3.23
Maruti Suzuki,Maruti-Suzuki-Dzire,2018,8,62000,Petrol,Automatic,second,617500,Maruti Suzuki Maruti-Suzuki-Dzire,kaggle_market,6.18
Jaguar,Xe,2020,6,25000,Petrol,Automatic,second,2992500,Jaguar Xe,kaggle_market,29.92
Mahindra,Thar,2023,3,11000,Petrol,Manual,second,1325250,Mahindra Thar,kaggle_market,13.25
Maruti Suzuki,Baleno,2019,7,38000,Petrol,Automatic,first,565250,Maruti Suzuki Baleno,kaggle_market,5.65
Mercedes-Benz,C-Class,2020,6,80000,Petrol,Automatic,second,3030500,Mercedes-Benz C-Class,kaggle_market,30.3
Honda,City,2009,17,130000,Petrol,Manual,second,332500,Honda City,kaggle_market,3.32
Mahindra,Bolero Power Plus,2019,7,50000,Diesel,Manual,second,712500,Mahindra Bolero Power Plus,kaggle_market,7.12
Hyundai,I10,2010,16,90000,Petrol,Manual,second,128250,Hyundai I10,kaggle_market,1.28
Tata,Nexon,2021,5,10500,Petrol,Manual,first,679250,Tata Nexon,kaggle_market,6.79
Hyundai,Creta,2018,8,45000,Petrol,Manual,first,688750,Hyundai Creta,kaggle_market,6.89
Honda,Amaze,2021,5,35111,Petrol,Manual,first,660250,Honda Amaze,kaggle_market,6.6
Volkswagen,Virtus,2022,4,31000,Petrol,Automatic,second,1472500,Volkswagen Virtus,kaggle_market,14.72
Maruti Suzuki,Baleno,2017,9,66000,Petrol,Automatic,first,437000,Maruti Suzuki Baleno,kaggle_market,4.37
Maruti Suzuki,Wagon-R-1-0,2010,16,152646,Petrol,Automatic,second,90250,Maruti Suzuki Wagon-R-1-0,kaggle_market,0.9
Mahindra,Xuv500,2015,11,92000,Diesel,Manual,second,755250,Mahindra Xuv500,kaggle_market,7.55
Maruti Suzuki,Ertiga,2018,8,37000,Petrol,Automatic,second,712500,Maruti Suzuki Ertiga,kaggle_market,7.12
Skoda,Rapid,2018,8,57470,Petrol,Automatic,first,498750,Skoda Rapid,kaggle_market,4.99
Hyundai,I10,2010,16,110000,Petrol,Manual,second,133950,Hyundai I10,kaggle_market,1.34
Mahindra,Maxx,2011,15,45000,Diesel,Manual,second,147250,Mahindra Maxx,kaggle_market,1.47
Volkswagen,Polo,2012,14,104236,Diesel,Manual,first,218500,Volkswagen Polo,kaggle_market,2.18
Jeep,Compass,2019,7,40500,Petrol,Manual,first,1092500,Jeep Compass,kaggle_market,10.92
Volkswagen,Polo,2021,5,58000,Petrol,Automatic,second,1068750,Volkswagen Polo,kaggle_market,10.69
Audi,A3,2015,11,145248,Diesel,Automatic,second,1092500,Audi A3,kaggle_market,10.92
Skoda,Octavia,2015,11,108000,Diesel,Automatic,first,902500,Skoda Octavia,kaggle_market,9.02
Tata,Tiago,2018,8,15000,Petrol,Automatic,first,521550,Tata Tiago,kaggle_market,5.22
Kia,Carens,2023,3,10000,Petrol,Manual,first,1201750,Kia Carens,kaggle_market,12.02
Skoda,Rapid,2016,10,57000,Diesel,Automatic,second,474999,Skoda Rapid,kaggle_market,4.75
Mercedes-Benz,E-Class,2020,6,47000,Diesel,Automatic,first,5600250,Mercedes-Benz E-Class,kaggle_market,56.0
Honda,City,2017,9,97000,Diesel,Manual,first,760000,Honda City,kaggle_market,7.6
Land Rover,Discovery Sport,2016,10,90000,Diesel,Automatic,second,1876250,Land Rover Discovery Sport,kaggle_market,18.76
Maruti Suzuki,Ritz,2013,13,85000,Diesel,Manual,second,332500,Maruti Suzuki Ritz,kaggle_market,3.32
Audi,Q5,2011,15,94000,Diesel,Automatic,first,693500,Audi Q5,kaggle_market,6.94
Ford,Figo,2012,14,64000,Diesel,Manual,second,185250,Ford Figo,kaggle_market,1.85
Mercedes-Benz,Gla,2016,10,50751,Diesel,Automatic,first,1757500,Mercedes-Benz Gla,kaggle_market,17.58
Mahindra,Scorpio,2017,9,75000,Diesel,Manual,second,783750,Mahindra Scorpio,kaggle_market,7.84
Hyundai,I10,2008,18,110000,Petrol,Manual,second,133000,Hyundai I10,kaggle_market,1.33
Audi,A4,2017,9,29000,Diesel,Automatic,first,2232500,Audi A4,kaggle_market,22.32
Toyota,Fortuner,2015,11,180000,Diesel,Automatic,first,1852500,Toyota Fortuner,kaggle_market,18.52
Jaguar,Xf,2015,11,50000,Diesel,Automatic,first,1519050,Jaguar Xf,kaggle_market,15.19
Bmw,3 Series,2013,13,58000,Diesel,Automatic,second,2374050,Bmw 3 Series,kaggle_market,23.74
Maruti Suzuki,Alto-800,2018,8,52000,Petrol,Manual,second,332500,Maruti Suzuki Alto-800,kaggle_market,3.32
Honda,City,2021,5,17000,Petrol,Manual,first,1045000,Honda City,kaggle_market,10.45
Bmw,X3,2012,14,113000,Diesel,Automatic,first,712500,Bmw X3,kaggle_market,7.12
Maruti Suzuki,Zen-Estilo,2010,16,86000,Petrol,Manual,first,213750,Maruti Suzuki Zen-Estilo,kaggle_market,2.14
Toyota,Fortuner,2019,7,34000,Diesel,Automatic,second,3800000,Toyota Fortuner,kaggle_market,38.0
Maruti Suzuki,Celerio,2014,12,82000,Petrol,Automatic,first,375250,Maruti Suzuki Celerio,kaggle_market,3.75
Hyundai,New I20,2022,4,8500,Petrol,Automatic,first,978500,Hyundai New I20,kaggle_market,9.78
Citroen,C5 Aircross,2021,5,41000,Diesel,Automatic,first,1757500,Citroen C5 Aircross,kaggle_market,17.58
Volkswagen,Polo,2018,8,76416,Diesel,Manual,second,731500,Volkswagen Polo,kaggle_market,7.32
Toyota,Innova Crysta,2016,10,87500,Diesel,Automatic,second,1862000,Toyota Innova Crysta,kaggle_market,18.62
Chevrolet,Beat,2010,16,75000,Petrol,Manual,second,147250,Chevrolet Beat,kaggle_market,1.47
Hyundai,Exter,2024,2,4000,Petrol,Automatic,first,845500,Hyundai Exter,kaggle_market,8.46
Hyundai,Grand I10,2015,11,82000,Diesel,Manual,second,351500,Hyundai Grand I10,kaggle_market,3.52
Toyota Land,Cruiser Prado,2012,14,140000,Diesel,Automatic,second,3040000,Toyota Land Cruiser Prado,kaggle_market,30.4
Mercedes-Benz,Cla,2018,8,5800,Diesel,Automatic,first,2517500,Mercedes-Benz Cla,kaggle_market,25.18
Nissan,Micra,2014,12,70000,Diesel,Manual,second,275500,Nissan Micra,kaggle_market,2.76
Mitsubishi,Pajero,2011,15,85000,Diesel,Manual,second,831250,Mitsubishi Pajero,kaggle_market,8.31
Toyota,Etios Liva,2013,13,130000,Diesel,Manual,second,418000,Toyota Etios Liva,kaggle_market,4.18
Maruti Suzuki,Swift,2019,7,84303,Petrol,Automatic,second,568100,Maruti Suzuki Swift,kaggle_market,5.68
Skoda,Octavia,2019,7,35000,Petrol,Automatic,second,1520000,Skoda Octavia,kaggle_market,15.2
Maruti Suzuki,Wagon-R-Stingray,2014,12,62700,Petrol,Manual,second,199500,Maruti Suzuki Wagon-R-Stingray,kaggle_market,2.0
Volkswagen,Ventotest,2017,9,55000,Diesel,Manual,first,750500,Volkswagen Ventotest,kaggle_market,7.5
Hyundai,Eon,2013,13,96849,Petrol,Manual,second,114000,Hyundai Eon,kaggle_market,1.14
Mercedes-Benz,S-Class,2016,10,62000,Diesel,Automatic,first,3990000,Mercedes-Benz S-Class,kaggle_market,39.9
Bmw,5 Series,2017,9,33500,Diesel,Automatic,second,3942500,Bmw 5 Series,kaggle_market,39.42
Volkswagen,Polo,2019,7,65000,Petrol,Manual,first,470250,Volkswagen Polo,kaggle_market,4.7
Maruti Suzuki,Sx4,2011,15,66000,Petrol,Manual,first,166250,Maruti Suzuki Sx4,kaggle_market,1.66
Toyota,Corolla Altis,2012,14,99722,Petrol,Manual,second,446500,Toyota Corolla Altis,kaggle_market,4.46
Volkswagen,Polo,2019,7,45000,Petrol,Automatic,second,1125750,Volkswagen Polo,kaggle_market,11.26
Hyundai,Grand I10,2015,11,48000,Petrol,Automatic,first,432250,Hyundai Grand I10,kaggle_market,4.32
Hyundai,Elite I20,2016,10,101984,Petrol,Manual,second,484500,Hyundai Elite I20,kaggle_market,4.84
Hyundai,Eon,2016,10,36000,Petrol,Manual,second,247000,Hyundai Eon,kaggle_market,2.47
Hyundai,I10,2011,15,115600,Petrol,Manual,second,204250,Hyundai I10,kaggle_market,2.04
Hyundai,Creta,2017,9,90000,Diesel,Automatic,first,949050,Hyundai Creta,kaggle_market,9.49
Bmw,X1,2017,9,90000,Diesel,Automatic,second,1425000,Bmw X1,kaggle_market,14.25
Renault,Kwid,2016,10,53805,Petrol,Manual,second,232750,Renault Kwid,kaggle_market,2.33
Hyundai,I10,2013,13,50000,Petrol,Manual,first,199500,Hyundai I10,kaggle_market,2.0
Mahindra,Kuv100 Nxt,2018,8,59000,Petrol,Manual,second,354350,Mahindra Kuv100 Nxt,kaggle_market,3.54
Volkswagen,Polo,2018,8,54000,Petrol,Manual,first,736250,Volkswagen Polo,kaggle_market,7.36
Volkswagen,Polo,2014,12,136000,Diesel,Manual,second,458850,Volkswagen Polo,kaggle_market,4.59
Maruti Suzuki,Wagon-R,2007,19,86000,Petrol,Manual,second,166250,Maruti Suzuki Wagon-R,kaggle_market,1.66
Jaguar,Xf,2017,9,33387,Diesel,Automatic,first,2802500,Jaguar Xf,kaggle_market,28.02
Maruti Suzuki,Celerio,2016,10,21000,Petrol,Manual,second,408500,Maruti Suzuki Celerio,kaggle_market,4.08
Hyundai,Creta,2022,4,50000,Petrol,Automatic,first,1729000,Hyundai Creta,kaggle_market,17.29
Mahindra,Scorpio,2016,10,90000,Diesel,Automatic,first,731500,Mahindra Scorpio,kaggle_market,7.32
Maruti Suzuki,Swift-Dzire,2019,7,32000,Petrol,Automatic,second,494000,Maruti Suzuki Swift-Dzire,kaggle_market,4.94
Renault,Triber,2021,5,17154,Petrol,Manual,first,536750,Renault Triber,kaggle_market,5.37
Skoda,Octavia,2018,8,61297,Diesel,Automatic,first,1729950,Skoda Octavia,kaggle_market,17.3
Mercedes-Benz,C-Class,2008,18,226231,Diesel,Manual,second,441750,Mercedes-Benz C-Class,kaggle_market,4.42
Renault,Kiger,2023,3,10800,Petrol,Manual,first,665000,Renault Kiger,kaggle_market,6.65
Mercedes-Benz,Gle Class,2017,9,106207,Diesel,Automatic,first,3705000,Mercedes-Benz Gle Class,kaggle_market,37.05
Hyundai,Eon,2013,13,64000,Petrol,Manual,first,147250,Hyundai Eon,kaggle_market,1.47
Maruti Suzuki,Alto,2011,15,50000,Petrol,Manual,first,251750,Maruti Suzuki Alto,kaggle_market,2.52
Honda,Jazz,2019,7,48000,Petrol,Manual,first,579500,Honda Jazz,kaggle_market,5.8
Hyundai,I10,2009,17,66000,Petrol,Automatic,second,232750,Hyundai I10,kaggle_market,2.33
Hyundai,Venue,2021,5,20000,Petrol,Manual,first,788500,Hyundai Venue,kaggle_market,7.88
Skoda,Rapid,2018,8,135094,Diesel,Automatic,second,741000,Skoda Rapid,kaggle_market,7.41
Hyundai,Grand I10,2014,12,45000,Petrol,Automatic,second,389500,Hyundai Grand I10,kaggle_market,3.9
Kia,Sonet,2022,4,22042,Petrol,Manual,first,1115300,Kia Sonet,kaggle_market,11.15
Maruti Suzuki,Ciaz,2017,9,61000,Diesel,Manual,second,655500,Maruti Suzuki Ciaz,kaggle_market,6.56
Renault,Kwid,2017,9,33000,Petrol,Automatic,first,427500,Renault Kwid,kaggle_market,4.28
Honda,Brio,2013,13,108000,Petrol,Manual,second,294500,Honda Brio,kaggle_market,2.94
Renault,Kwid,2021,5,35000,Petrol,Automatic,second,451250,Renault Kwid,kaggle_market,4.51
Hyundai,Creta,2015,11,139000,Diesel,Manual,first,807500,Hyundai Creta,kaggle_market,8.07
Maruti Suzuki,Vitara-Brezza,2018,8,54000,Diesel,Automatic,first,617500,Maruti Suzuki Vitara-Brezza,kaggle_market,6.18
Mercedes-Benz,G Class,2016,10,59000,Diesel,Automatic,first,2460500,Mercedes-Benz G Class,kaggle_market,24.6
Maruti Suzuki,Celerio,2018,8,66000,Petrol,Automatic,first,375250,Maruti Suzuki Celerio,kaggle_market,3.75
Hyundai,Verna,2023,3,45000,Petrol,Automatic,first,1510500,Hyundai Verna,kaggle_market,15.1
Mg,Hector Plus,2021,5,52779,Petrol,Automatic,second,1287250,Mg Hector Plus,kaggle_market,12.87
Hyundai,I10,2014,12,56000,Petrol,Manual,second,200450,Hyundai I10,kaggle_market,2.0
Toyota,Innova Crysta,2019,7,83700,Diesel,Automatic,second,2080500,Toyota Innova Crysta,kaggle_market,20.8
Maruti Suzuki,Swift,2018,8,33946,Petrol,Manual,first,446500,Maruti Suzuki Swift,kaggle_market,4.46
Ford,Figo Aspire,2016,10,84000,Diesel,Manual,second,356250,Ford Figo Aspire,kaggle_market,3.56
Tata,Tiago,2019,7,48000,Petrol,Automatic,second,475000,Tata Tiago,kaggle_market,4.75
Toyota,Fortuner,2023,3,31000,Diesel,Automatic,first,4256000,Toyota Fortuner,kaggle_market,42.56
Mercedes-Benz,Gla Class,2019,7,56300,Diesel,Automatic,second,2042500,Mercedes-Benz Gla Class,kaggle_market,20.42
Hyundai,I20,2023,3,10000,Petrol,Manual,first,774250,Hyundai I20,kaggle_market,7.74
Mahindra,Xylo,2011,15,140000,Diesel,Manual,second,166249,Mahindra Xylo,kaggle_market,1.66
Maruti Suzuki,Alto-800,2019,7,32000,Petrol,Manual,second,327750,Maruti Suzuki Alto-800,kaggle_market,3.28
Toyota,Etios Liva,2015,11,140000,Diesel,Manual,second,484500,Toyota Etios Liva,kaggle_market,4.84
Maruti Suzuki,Swift-Dzire,2017,9,100000,Petrol,Manual,second,343045,Maruti Suzuki Swift-Dzire,kaggle_market,3.43
Maruti Suzuki,Celerio,2015,11,59880,Petrol,Automatic,first,332499,Maruti Suzuki Celerio,kaggle_market,3.32
Hyundai,New Santro,2018,8,46365,Petrol,Manual,second,370500,Hyundai New Santro,kaggle_market,3.7
Mercedes-Benz,C-Class,2010,16,66500,Petrol,Automatic,second,569050,Mercedes-Benz C-Class,kaggle_market,5.69
Hyundai,Verna,2017,9,69000,Diesel,Automatic,first,902500,Hyundai Verna,kaggle_market,9.02
Mahindra,Scorpio,2011,15,130000,Diesel,Manual,second,617500,Mahindra Scorpio,kaggle_market,6.18
Hyundai,I20,2016,10,98000,Petrol,Manual,second,446500,Hyundai I20,kaggle_market,4.46
Kia,Seltos,2020,6,33000,Petrol,Manual,first,1139999,Kia Seltos,kaggle_market,11.4
Honda,City Zx,2019,7,21800,Petrol,Automatic,second,711550,Honda City Zx,kaggle_market,7.12
